event_id,customer_id,event_date,event_type,feature_name
d09ae92c,CUST-0065,2023-09-08,support_ticket,reporting
58e014ef,CUST-0065,2023-05-21,feature_use,collaboration
104c7599,CUST-0065,2024-08-07,support_ticket,automation
d33b0e8c,CUST-0065,2023-10-02,login,export
5eab3537,CUST-0065,2024-07-05,upgrade_viewed,api_access
bc0fb78e,CUST-0065,2024-07-12,login,automation
efe0f3ab,CUST-0065,2024-11-11,export,export
bdc3f74c,CUST-0065,2023-07-07,export,reporting
d2ba6f28,CUST-0065,2023-10-09,feature_use,analytics
3c3628ae,CUST-0065,2024-05-18,feature_use,reporting
01a55ead,CUST-0065,2023-10-29,export,analytics
c03f947d,CUST-0065,2023-07-05,export,automation
a40cf238,CUST-0065,2023-04-27,upgrade_viewed,collaboration
86f8cbcf,CUST-0066,2024-12-10,export,integrations
f652db50,CUST-0066,2024-12-29,export,dashboard
a2aa72a6,CUST-0066,2024-12-26,export,api_access
c1b1f8b7,CUST-0066,2024-10-31,feature_use,analytics
be32c2dc,CUST-0066,2024-11-27,support_ticket,collaboration
f2c6bd06,CUST-0066,2024-12-07,login,analytics
fa8ce56c,CUST-0066,2024-12-22,login,export
5dd3b8b7,CUST-0066,2024-10-29,feature_use,dashboard
c991172f,CUST-0066,2024-10-27,export,collaboration
ebe6dd9e,CUST-0066,2024-11-19,support_ticket,collaboration
2a6f438a,CUST-0067,2023-02-23,export,collaboration
147ad6a8,CUST-0067,2023-07-26,export,collaboration
5f4fa89b,CUST-0067,2023-09-01,export,api_access
e30c2165,CUST-0067,2023-08-01,export,integrations
c6bf4e12,CUST-0067,2023-10-13,export,analytics
34bb72de,CUST-0067,2023-03-19,support_ticket,reporting
074005d6,CUST-0067,2024-03-23,export,reporting
ff709f0e,CUST-0067,2023-02-16,feature_use,reporting
f91e090e,CUST-0067,2023-06-09,login,api_access
148f93d6,CUST-0067,2023-08-15,login,api_access
962b7c8f,CUST-0067,2023-11-24,feature_use,reporting
d2d47d4e,CUST-0067,2024-04-22,login,dashboard
eae1e47a,CUST-0067,2024-02-10,login,export
59b48901,CUST-0067,2024-04-25,upgrade_viewed,reporting
c7f34255,CUST-0067,2023-04-25,upgrade_viewed,automation
93f26838,CUST-0067,2023-12-25,export,reporting
dd0bb970,CUST-0067,2023-12-15,login,dashboard
b6778b97,CUST-0067,2024-01-31,feature_use,integrations
eafe4ba7,CUST-0067,2024-02-21,login,api_access
674162e9,CUST-0067,2023-03-23,login,dashboard
0b4f7c9f,CUST-0067,2023-09-14,feature_use,integrations
68836bdb,CUST-0067,2023-03-02,login,collaboration
187da281,CUST-0067,2023-07-19,upgrade_viewed,integrations
56de3e5c,CUST-0067,2023-10-06,feature_use,automation
005b7a5d,CUST-0067,2023-12-11,feature_use,automation
a0efde02,CUST-0067,2023-07-02,upgrade_viewed,dashboard
98af3b06,CUST-0067,2023-09-19,feature_use,dashboard
ddb3e7d3,CUST-0067,2023-03-17,feature_use,integrations
56382f71,CUST-0067,2023-06-19,feature_use,integrations
f115c55a,CUST-0067,2024-01-29,login,reporting
c88b5917,CUST-0067,2023-05-12,feature_use,export
30312007,CUST-0067,2024-02-27,feature_use,api_access
7dc8b8eb,CUST-0067,2023-08-26,upgrade_viewed,analytics
685f258a,CUST-0067,2023-12-09,support_ticket,analytics
851c309d,CUST-0067,2023-05-27,support_ticket,analytics
40bb8dab,CUST-0067,2024-04-02,export,integrations
6b354639,CUST-0067,2023-11-03,login,analytics
e6f6190e,CUST-0067,2023-06-29,feature_use,reporting
7c4a3e58,CUST-0067,2023-03-08,login,automation
a30d1292,CUST-0067,2023-07-31,login,collaboration
5e0d5e5f,CUST-0067,2023-03-17,support_ticket,dashboard
2db1e057,CUST-0067,2024-02-21,login,export
45cc98ae,CUST-0067,2023-12-03,export,reporting
2f49b0b2,CUST-0067,2023-11-23,export,export
b644f98c,CUST-0068,2024-11-06,support_ticket,export
f38fc67e,CUST-0068,2024-11-24,export,automation
699be243,CUST-0068,2024-11-01,upgrade_viewed,integrations
8ac83036,CUST-0068,2024-10-21,upgrade_viewed,api_access
71b7dbe5,CUST-0068,2024-09-27,export,collaboration
deb1527b,CUST-0068,2024-11-20,support_ticket,export
fed66e8f,CUST-0068,2024-11-12,support_ticket,automation
db755207,CUST-0068,2024-11-18,feature_use,api_access
d339ad6c,CUST-0068,2024-12-25,support_ticket,collaboration
01d48757,CUST-0068,2024-09-25,feature_use,export
495e4e56,CUST-0068,2024-11-09,feature_use,collaboration
6d9b5c06,CUST-0068,2024-11-07,login,collaboration
9ddddca0,CUST-0068,2024-12-15,feature_use,api_access
648e4c14,CUST-0068,2024-12-06,feature_use,integrations
60077086,CUST-0068,2024-10-04,login,collaboration
e27ec070,CUST-0068,2024-11-21,feature_use,analytics
420c349c,CUST-0068,2024-11-04,feature_use,dashboard
afb8745c,CUST-0068,2024-11-24,support_ticket,api_access
88703ce7,CUST-0068,2024-10-30,upgrade_viewed,analytics
ba6b19b5,CUST-0068,2024-10-21,feature_use,automation
fa54a7dc,CUST-0068,2024-12-08,support_ticket,collaboration
adac24a3,CUST-0068,2024-11-16,feature_use,automation
a5320e84,CUST-0068,2024-12-16,login,export
1c962e76,CUST-0068,2024-10-05,login,export
05a7c55c,CUST-0068,2024-12-21,support_ticket,analytics
ee973ea0,CUST-0068,2024-10-10,feature_use,automation
2d32bca8,CUST-0068,2024-10-19,support_ticket,automation
5cf8bc1a,CUST-0068,2024-09-23,export,api_access
b29f5505,CUST-0068,2024-11-04,export,collaboration
fa49dd37,CUST-0068,2024-12-09,login,api_access
c636964c,CUST-0068,2024-11-28,export,export
74371dc3,CUST-0068,2024-12-23,export,api_access
e72bf76f,CUST-0068,2024-11-08,upgrade_viewed,automation
ea4b8721,CUST-0068,2024-09-30,login,automation
e09e996d,CUST-0068,2024-11-08,support_ticket,integrations
c95b4f93,CUST-0068,2024-10-18,export,integrations
5399b225,CUST-0068,2024-11-01,support_ticket,analytics
901e5917,CUST-0068,2024-12-02,export,export
4856b888,CUST-0068,2024-12-20,feature_use,api_access
0d852381,CUST-0068,2024-11-02,upgrade_viewed,integrations
324efbfc,CUST-0068,2024-12-21,upgrade_viewed,integrations
f111c067,CUST-0068,2024-10-23,support_ticket,automation
4d6b0de7,CUST-0068,2024-09-24,export,reporting
3b5a33e0,CUST-0068,2024-11-10,feature_use,export
6ddc70c6,CUST-0068,2024-10-02,upgrade_viewed,automation
60d79479,CUST-0068,2024-11-20,upgrade_viewed,analytics
86495105,CUST-0068,2024-09-30,support_ticket,collaboration
ef96f315,CUST-0068,2024-12-30,feature_use,analytics
952419b4,CUST-0069,2024-11-01,login,automation
7ee10563,CUST-0069,2024-10-24,feature_use,dashboard
143357d7,CUST-0069,2024-10-29,export,automation
c97ed295,CUST-0069,2024-11-13,feature_use,analytics
0e4065bf,CUST-0069,2024-10-29,support_ticket,export
1f600569,CUST-0069,2024-11-16,upgrade_viewed,integrations
97987561,CUST-0069,2024-11-19,feature_use,reporting
8d0442f8,CUST-0069,2024-10-27,login,integrations
10a6fe4d,CUST-0069,2024-11-11,upgrade_viewed,analytics
53dcf1af,CUST-0070,2024-03-13,support_ticket,dashboard
7ec8ab2c,CUST-0070,2024-02-02,export,integrations
e043ace7,CUST-0070,2023-11-15,export,dashboard
d2f5ee95,CUST-0070,2023-09-17,support_ticket,reporting
59be3925,CUST-0070,2024-03-09,support_ticket,api_access
534950da,CUST-0070,2024-04-18,support_ticket,api_access
f00f95a9,CUST-0070,2024-04-17,export,reporting
47db5140,CUST-0070,2024-01-21,support_ticket,analytics
8f652194,CUST-0070,2023-12-13,upgrade_viewed,automation
2904c3b6,CUST-0070,2024-01-26,feature_use,api_access
3f4c177d,CUST-0070,2024-02-15,login,reporting
67af7c93,CUST-0070,2023-09-29,export,automation
5889f598,CUST-0070,2024-03-09,feature_use,export
22b54b13,CUST-0070,2024-03-13,upgrade_viewed,dashboard
dfaaeee9,CUST-0070,2024-04-12,export,collaboration
acc08fbf,CUST-0070,2023-12-03,export,dashboard
e1a7b302,CUST-0070,2024-01-25,export,dashboard
3ffb039a,CUST-0070,2024-05-21,login,api_access
ee37519f,CUST-0070,2024-05-14,login,reporting
f1b7f45e,CUST-0070,2023-11-13,feature_use,reporting
e504e5a5,CUST-0070,2024-05-27,feature_use,integrations
d772cd56,CUST-0070,2023-10-20,export,export
9168abc1,CUST-0070,2024-02-23,login,collaboration
2c64b249,CUST-0070,2024-02-25,login,automation
3141ba86,CUST-0070,2024-03-26,upgrade_viewed,dashboard
c46b1407,CUST-0070,2024-05-28,support_ticket,collaboration
713f7505,CUST-0070,2023-11-21,upgrade_viewed,reporting
9afaad49,CUST-0070,2023-12-18,support_ticket,api_access
e041b729,CUST-0070,2023-11-01,export,integrations
fb5de6bf,CUST-0070,2024-01-03,login,dashboard
d1761432,CUST-0070,2023-09-29,feature_use,automation
df87ef31,CUST-0070,2023-09-24,login,integrations
07d29b5c,CUST-0070,2023-12-31,feature_use,api_access
602c6a65,CUST-0070,2024-05-16,export,export
22cee245,CUST-0070,2024-03-19,support_ticket,dashboard
757cf22e,CUST-0071,2023-12-20,login,collaboration
819d4e3a,CUST-0071,2023-12-27,login,dashboard
bcf9c88b,CUST-0071,2023-11-12,upgrade_viewed,dashboard
056f6fba,CUST-0071,2023-11-13,feature_use,automation
e7539b04,CUST-0071,2023-10-18,export,reporting
e46f8a08,CUST-0071,2023-12-31,export,api_access
8db9d534,CUST-0071,2023-12-07,feature_use,api_access
ea31aaba,CUST-0071,2023-12-25,login,analytics
e9eaaf8e,CUST-0071,2023-11-21,upgrade_viewed,export
495c5a4d,CUST-0071,2023-12-22,support_ticket,api_access
f02adffd,CUST-0071,2023-11-12,upgrade_viewed,analytics
3e09a1c0,CUST-0071,2023-11-29,feature_use,export
419264b9,CUST-0071,2023-11-20,support_ticket,reporting
9a2f3eaf,CUST-0071,2023-11-23,support_ticket,dashboard
d61c33e7,CUST-0072,2024-10-17,support_ticket,integrations
b27fe523,CUST-0072,2024-05-02,login,dashboard
7fa56ace,CUST-0072,2024-08-14,login,integrations
57ebf4df,CUST-0072,2024-05-10,upgrade_viewed,analytics
930fc75e,CUST-0072,2024-05-17,upgrade_viewed,analytics
31b78684,CUST-0072,2024-07-31,support_ticket,dashboard
9b4829e7,CUST-0072,2024-05-25,upgrade_viewed,analytics
7beb51b4,CUST-0072,2024-05-19,upgrade_viewed,dashboard
bd5cd279,CUST-0072,2024-07-05,login,integrations
4602ebeb,CUST-0072,2024-04-30,export,integrations
1d186601,CUST-0072,2024-10-10,support_ticket,export
e48f236a,CUST-0072,2024-09-19,support_ticket,api_access
5d5978e9,CUST-0072,2024-10-06,support_ticket,analytics
0f5f6793,CUST-0072,2024-06-04,login,reporting
e331ebb9,CUST-0072,2024-01-29,login,dashboard
80e418d8,CUST-0072,2024-02-03,export,dashboard
e3688610,CUST-0072,2024-07-02,support_ticket,collaboration
5706e718,CUST-0072,2024-04-19,login,dashboard
6d90bf97,CUST-0072,2024-08-04,feature_use,integrations
e2a65f90,CUST-0072,2024-09-01,export,reporting
a039af1c,CUST-0072,2024-06-20,support_ticket,dashboard
931687f3,CUST-0072,2024-06-29,login,reporting
473073d5,CUST-0072,2024-07-01,feature_use,analytics
bf1fe33c,CUST-0072,2024-09-18,feature_use,reporting
36098b45,CUST-0072,2024-02-13,support_ticket,api_access
af0fcbd3,CUST-0072,2024-02-05,login,reporting
a54e361f,CUST-0072,2024-05-28,support_ticket,analytics
3334d67f,CUST-0072,2024-06-15,login,automation
89779869,CUST-0072,2024-03-01,feature_use,integrations
530b2051,CUST-0072,2024-03-02,support_ticket,collaboration
bab2fd80,CUST-0072,2024-02-13,login,automation
a0768359,CUST-0072,2024-09-06,support_ticket,collaboration
5d6c18b0,CUST-0072,2024-04-27,login,dashboard
b37eb986,CUST-0072,2024-03-01,export,analytics
8d1e8cc4,CUST-0072,2024-09-30,feature_use,analytics
b6e0410d,CUST-0072,2024-02-10,export,integrations
3aa95d8c,CUST-0072,2024-05-28,support_ticket,dashboard
4df28f33,CUST-0072,2024-02-20,upgrade_viewed,collaboration
e3745c49,CUST-0072,2024-10-05,feature_use,dashboard
5f5f7bed,CUST-0072,2024-06-23,export,reporting
38e7d24f,CUST-0072,2024-08-04,support_ticket,automation
6d744ef5,CUST-0072,2024-04-21,export,export
3e827656,CUST-0072,2024-04-12,export,export
e897b24e,CUST-0072,2024-08-24,feature_use,collaboration
f021a1e5,CUST-0072,2024-08-06,support_ticket,export
deb9b871,CUST-0072,2024-06-26,feature_use,automation
880e9a05,CUST-0072,2024-08-24,export,collaboration
fadb953f,CUST-0072,2024-03-13,upgrade_viewed,analytics
d09ea928,CUST-0072,2024-04-08,export,export
cd6d301e,CUST-0072,2024-09-23,support_ticket,api_access
a7998515,CUST-0072,2024-02-19,export,api_access
ce4c546a,CUST-0072,2024-07-21,upgrade_viewed,api_access
0f63f170,CUST-0072,2024-04-09,feature_use,collaboration
43d63998,CUST-0072,2024-03-10,support_ticket,reporting
b9451fc2,CUST-0072,2024-10-11,upgrade_viewed,dashboard
b3e3b6d8,CUST-0072,2024-10-21,login,dashboard
5d7bf860,CUST-0072,2024-06-07,upgrade_viewed,api_access
c3f7da02,CUST-0072,2024-05-24,export,automation
e88246c3,CUST-0072,2024-03-28,export,export
a6d4f558,CUST-0072,2024-08-18,upgrade_viewed,collaboration
4c85a298,CUST-0072,2024-05-20,upgrade_viewed,export
50c34e7f,CUST-0072,2024-08-24,login,integrations
236b44d2,CUST-0072,2024-09-17,feature_use,integrations
7f966532,CUST-0072,2024-01-29,upgrade_viewed,reporting
a872c7bc,CUST-0072,2024-10-08,feature_use,reporting
ebfe72b4,CUST-0072,2024-07-03,feature_use,collaboration
6b0837fc,CUST-0072,2024-07-02,feature_use,reporting
41177e90,CUST-0072,2024-05-05,login,dashboard
d16d6ece,CUST-0072,2024-02-13,export,reporting
4d4f4ee4,CUST-0072,2024-05-14,feature_use,reporting
be9c2a0f,CUST-0072,2024-03-03,export,automation
c3952169,CUST-0072,2024-03-29,support_ticket,export
18f3aae7,CUST-0072,2024-08-22,login,analytics
9ed3012a,CUST-0072,2024-07-22,support_ticket,export
a28977a0,CUST-0072,2024-05-14,export,collaboration
374683b1,CUST-0072,2024-09-29,upgrade_viewed,dashboard
c613c624,CUST-0072,2024-10-06,login,automation
fa630e31,CUST-0072,2024-07-10,export,dashboard
4381109f,CUST-0072,2024-06-07,support_ticket,collaboration
f4805699,CUST-0072,2024-03-19,support_ticket,export
b075c6cd,CUST-0072,2024-10-06,login,collaboration
a8643836,CUST-0072,2024-02-17,support_ticket,reporting
13e61986,CUST-0072,2024-09-28,export,reporting
41069742,CUST-0072,2024-03-11,feature_use,reporting
a7623ce4,CUST-0072,2024-09-17,support_ticket,export
a10a4b01,CUST-0072,2024-05-31,upgrade_viewed,automation
0590d4f1,CUST-0072,2024-02-15,export,analytics
cf77182a,CUST-0072,2024-09-16,feature_use,collaboration
a5c027f8,CUST-0072,2024-03-17,login,api_access
48fd2dac,CUST-0072,2024-02-12,upgrade_viewed,automation
4c5d0e95,CUST-0072,2024-03-04,upgrade_viewed,api_access
4b26ba1e,CUST-0072,2024-09-22,export,collaboration
572c8ae8,CUST-0072,2024-02-22,export,reporting
53a9939d,CUST-0072,2024-10-19,support_ticket,api_access
aa7746f9,CUST-0072,2024-09-16,export,api_access
3ceb68fb,CUST-0072,2024-02-18,export,export
039b5950,CUST-0072,2024-09-03,login,api_access
811dce5a,CUST-0072,2024-03-08,feature_use,automation
dab8f9a5,CUST-0072,2024-10-03,feature_use,dashboard
73217f72,CUST-0072,2024-08-14,feature_use,collaboration
b6bb7c03,CUST-0072,2024-02-20,export,api_access
1ab6b07a,CUST-0072,2024-05-22,export,automation
666d035e,CUST-0072,2024-05-25,support_ticket,reporting
4fdb40d1,CUST-0072,2024-03-20,feature_use,api_access
114589da,CUST-0072,2024-04-05,upgrade_viewed,dashboard
88ab9ed5,CUST-0072,2024-09-09,support_ticket,export
db7b43e6,CUST-0072,2024-09-05,login,export
0569d1d7,CUST-0072,2024-03-23,support_ticket,automation
a24b30bc,CUST-0072,2024-02-15,export,collaboration
78248489,CUST-0072,2024-09-01,login,reporting
ba7f511d,CUST-0072,2024-03-13,export,export
d8731f0b,CUST-0072,2024-09-28,support_ticket,integrations
f468e779,CUST-0072,2024-04-08,login,dashboard
806ff73f,CUST-0072,2024-04-20,login,api_access
f336678f,CUST-0072,2024-05-08,support_ticket,export
7416945f,CUST-0072,2024-06-11,support_ticket,reporting
03c73dad,CUST-0072,2024-05-02,upgrade_viewed,collaboration
0ebd7269,CUST-0072,2024-03-28,upgrade_viewed,dashboard
f9d4336c,CUST-0072,2024-05-26,feature_use,api_access
38ddbee8,CUST-0072,2024-06-30,feature_use,collaboration
16fcdb96,CUST-0072,2024-02-03,export,dashboard
15db6a7c,CUST-0072,2024-10-16,login,reporting
cb53d33a,CUST-0072,2024-10-23,export,dashboard
31d04533,CUST-0072,2024-07-02,feature_use,export
0782a16d,CUST-0072,2024-06-01,support_ticket,integrations
733152aa,CUST-0072,2024-05-04,support_ticket,automation
9a427ffb,CUST-0072,2024-09-30,feature_use,reporting
36ffaeb9,CUST-0072,2024-04-26,support_ticket,reporting
61a4fbb9,CUST-0072,2024-04-12,feature_use,api_access
f2565e8b,CUST-0072,2024-03-03,support_ticket,reporting
667b6a58,CUST-0072,2024-04-22,feature_use,collaboration
dab77573,CUST-0072,2024-08-01,feature_use,analytics
a22238a1,CUST-0072,2024-08-24,login,collaboration
af2381b9,CUST-0072,2024-02-19,export,collaboration
255987d4,CUST-0072,2024-02-12,feature_use,export
cde9dfc9,CUST-0072,2024-08-16,support_ticket,integrations
57793fe8,CUST-0072,2024-04-03,support_ticket,collaboration
e61910cf,CUST-0073,2024-08-07,upgrade_viewed,analytics
db478175,CUST-0073,2024-10-12,login,collaboration
5727ca6a,CUST-0073,2024-06-14,support_ticket,reporting
82d7e209,CUST-0073,2024-06-28,feature_use,dashboard
216d6dee,CUST-0073,2024-09-09,export,collaboration
cff0e5c8,CUST-0073,2024-08-17,support_ticket,export
911f86f4,CUST-0073,2024-08-23,upgrade_viewed,export
b97ba5a8,CUST-0073,2024-08-24,support_ticket,automation
ae30c626,CUST-0073,2024-09-13,upgrade_viewed,api_access
b2cd8c16,CUST-0073,2024-10-05,export,reporting
57a87065,CUST-0074,2024-10-26,upgrade_viewed,reporting
f4422b7c,CUST-0074,2024-10-15,export,analytics
e9022e5c,CUST-0074,2024-10-19,upgrade_viewed,integrations
24756637,CUST-0074,2024-10-23,export,integrations
88d7d18f,CUST-0074,2024-11-24,feature_use,export
56e1810d,CUST-0074,2024-10-22,feature_use,export
17b7e673,CUST-0074,2024-11-18,support_ticket,analytics
8edaf11d,CUST-0074,2024-10-16,upgrade_viewed,collaboration
e0416373,CUST-0074,2024-12-07,feature_use,api_access
8d53a169,CUST-0074,2024-12-24,export,integrations
57eceb55,CUST-0074,2024-12-09,export,export
d295e59c,CUST-0074,2024-10-09,support_ticket,api_access
8ee315ab,CUST-0074,2024-09-28,export,integrations
cad22644,CUST-0074,2024-10-09,upgrade_viewed,export
e1b8cfb6,CUST-0074,2024-10-06,support_ticket,export
f40482ed,CUST-0074,2024-10-14,support_ticket,automation
8ad5a518,CUST-0074,2024-12-13,export,automation
f4bcd0f7,CUST-0074,2024-11-20,export,api_access
15601e35,CUST-0074,2024-10-15,upgrade_viewed,reporting
f931a345,CUST-0074,2024-10-15,login,collaboration
af66b86a,CUST-0075,2024-08-11,login,integrations
10f5a72c,CUST-0075,2024-08-27,support_ticket,automation
1da8426e,CUST-0075,2024-09-15,upgrade_viewed,analytics
fe59e8f9,CUST-0075,2024-09-12,upgrade_viewed,collaboration
b99e6c34,CUST-0075,2024-08-23,export,dashboard
c58a7384,CUST-0075,2024-09-07,support_ticket,reporting
46104921,CUST-0075,2024-09-10,support_ticket,collaboration
457ad996,CUST-0075,2024-08-31,login,api_access
90e7fac9,CUST-0075,2024-08-22,login,export
b27266a0,CUST-0075,2024-08-14,login,reporting
49242387,CUST-0075,2024-08-28,login,analytics
9ff2d63e,CUST-0075,2024-08-19,login,collaboration
67d28a67,CUST-0075,2024-08-24,login,dashboard
29ae6fcc,CUST-0075,2024-08-11,login,export
3e77ba9c,CUST-0075,2024-08-28,export,collaboration
6b01a912,CUST-0075,2024-08-26,feature_use,integrations
896e4e40,CUST-0075,2024-09-16,export,export
eebcf9fd,CUST-0076,2024-03-14,feature_use,dashboard
09ea84b3,CUST-0076,2024-08-23,upgrade_viewed,export
39dd7d8e,CUST-0076,2024-12-08,feature_use,api_access
09b06375,CUST-0076,2024-12-30,support_ticket,integrations
1d719d93,CUST-0076,2024-08-17,upgrade_viewed,dashboard
7d76218b,CUST-0076,2024-02-04,login,analytics
85420915,CUST-0076,2024-07-19,login,reporting
e85ed356,CUST-0076,2024-03-19,support_ticket,integrations
750bc02d,CUST-0076,2024-03-16,support_ticket,api_access
b009365b,CUST-0076,2024-02-10,feature_use,analytics
43575d97,CUST-0076,2024-01-07,login,integrations
c9c576d2,CUST-0076,2024-10-22,export,collaboration
c17cd63e,CUST-0076,2024-09-05,upgrade_viewed,collaboration
fec3de03,CUST-0076,2024-06-29,feature_use,integrations
cad11a0c,CUST-0076,2024-01-04,login,collaboration
2dec0cc8,CUST-0076,2024-11-12,support_ticket,automation
b4dc7fb5,CUST-0076,2024-01-29,support_ticket,collaboration
4fadf029,CUST-0076,2023-11-25,upgrade_viewed,analytics
f3030972,CUST-0076,2024-02-27,support_ticket,collaboration
9544db31,CUST-0076,2024-12-22,upgrade_viewed,export
15e5bd36,CUST-0076,2024-04-26,login,automation
a4197e31,CUST-0076,2024-07-30,upgrade_viewed,collaboration
71774d9e,CUST-0076,2024-06-27,upgrade_viewed,integrations
2796525f,CUST-0076,2024-05-22,feature_use,reporting
a97df2c2,CUST-0076,2024-09-16,support_ticket,api_access
8fa59192,CUST-0076,2024-12-21,support_ticket,integrations
959041e2,CUST-0076,2024-03-04,export,export
31922562,CUST-0076,2024-06-08,export,integrations
a1c004bf,CUST-0076,2024-11-14,export,integrations
1a81e320,CUST-0076,2024-05-26,upgrade_viewed,automation
d34d2d2a,CUST-0076,2023-11-26,upgrade_viewed,integrations
4893d748,CUST-0076,2024-10-09,login,automation
6e14b105,CUST-0076,2024-11-13,login,collaboration
17b2387c,CUST-0076,2024-09-01,export,export
ebc6303a,CUST-0076,2024-05-27,login,automation
fdc327b0,CUST-0076,2024-06-24,support_ticket,collaboration
18ff19e1,CUST-0076,2023-12-29,support_ticket,analytics
db65579d,CUST-0076,2024-05-10,feature_use,analytics
84056142,CUST-0076,2024-05-19,export,automation
413b0fb8,CUST-0076,2024-02-02,feature_use,integrations
67ba3a73,CUST-0076,2024-09-08,upgrade_viewed,integrations
0d0b0fa1,CUST-0076,2023-12-02,support_ticket,export
82ef3a46,CUST-0076,2023-12-08,feature_use,reporting
09b68aef,CUST-0076,2024-11-10,feature_use,reporting
ad436523,CUST-0076,2024-09-24,upgrade_viewed,dashboard
52c91ee4,CUST-0076,2024-03-21,login,analytics
c6fbb951,CUST-0076,2024-07-02,feature_use,analytics
74f81002,CUST-0076,2024-01-25,support_ticket,analytics
597b7078,CUST-0076,2024-02-17,feature_use,collaboration
95d5af4e,CUST-0076,2024-04-21,feature_use,reporting
578f4972,CUST-0076,2024-03-11,login,dashboard
a49eaa1d,CUST-0076,2024-09-02,feature_use,analytics
afbbca10,CUST-0076,2024-08-20,support_ticket,collaboration
13cf46b3,CUST-0076,2024-02-07,feature_use,dashboard
dbb8e9b8,CUST-0076,2024-12-31,feature_use,reporting
f6bba4c1,CUST-0076,2023-12-18,login,analytics
3635dfb1,CUST-0076,2024-12-18,feature_use,reporting
a5d90474,CUST-0076,2024-12-16,support_ticket,export
9d58c94b,CUST-0076,2024-11-18,feature_use,api_access
025bcc2a,CUST-0076,2024-08-13,feature_use,integrations
96ebdad0,CUST-0076,2024-12-20,login,export
25656408,CUST-0076,2024-02-09,export,dashboard
4b15e1a1,CUST-0076,2024-07-27,upgrade_viewed,dashboard
6bdcc81f,CUST-0076,2024-06-02,feature_use,api_access
9b15711f,CUST-0076,2023-12-08,support_ticket,api_access
d15a144a,CUST-0076,2024-01-20,feature_use,export
07de5ea1,CUST-0076,2024-09-02,export,automation
20aca22c,CUST-0076,2024-03-18,support_ticket,api_access
1b8d4db3,CUST-0076,2024-11-11,login,integrations
c089e571,CUST-0076,2024-02-04,upgrade_viewed,dashboard
dcf2e075,CUST-0076,2023-12-18,support_ticket,api_access
68d29348,CUST-0076,2023-11-14,export,automation
5706fff0,CUST-0076,2024-08-10,support_ticket,collaboration
477b974a,CUST-0077,2024-10-31,support_ticket,automation
75e8b8b3,CUST-0077,2024-10-26,export,collaboration
73057487,CUST-0077,2024-08-18,upgrade_viewed,collaboration
2e33bac9,CUST-0077,2024-07-27,upgrade_viewed,automation
37276e28,CUST-0077,2024-07-17,login,integrations
4475554e,CUST-0077,2024-07-03,upgrade_viewed,export
5ca4f1bd,CUST-0077,2024-08-30,login,collaboration
27a7f189,CUST-0077,2024-09-20,support_ticket,analytics
1b1d68ce,CUST-0077,2024-09-18,login,export
242cca95,CUST-0077,2024-10-17,feature_use,dashboard
0c61ee1b,CUST-0077,2024-08-09,support_ticket,api_access
b86fe88e,CUST-0077,2024-10-08,upgrade_viewed,api_access
700d258f,CUST-0077,2024-08-31,support_ticket,integrations
a5d5bfee,CUST-0077,2024-07-21,login,integrations
aa6cee9e,CUST-0077,2024-10-05,export,automation
11d3d92c,CUST-0077,2024-09-25,support_ticket,automation
5ae71fad,CUST-0077,2024-09-18,feature_use,automation
9f540a76,CUST-0077,2024-07-18,support_ticket,dashboard
b7eac2f8,CUST-0077,2024-08-16,feature_use,reporting
90056c6b,CUST-0077,2024-08-29,export,dashboard
3cbf7cb1,CUST-0077,2024-09-12,support_ticket,collaboration
4ea7a1c3,CUST-0077,2024-10-03,login,analytics
4d9be51a,CUST-0077,2024-09-13,upgrade_viewed,automation
f14631e5,CUST-0077,2024-06-25,support_ticket,reporting
d4818b7e,CUST-0077,2024-09-13,export,integrations
3065ae3e,CUST-0077,2024-09-02,upgrade_viewed,api_access
c33fd2d5,CUST-0077,2024-06-17,login,api_access
cd25939c,CUST-0077,2024-11-05,export,dashboard
ac3c77c7,CUST-0077,2024-06-21,upgrade_viewed,integrations
c698b53c,CUST-0077,2024-10-26,export,dashboard
6322e6c0,CUST-0077,2024-10-07,support_ticket,export
a762d015,CUST-0077,2024-11-18,support_ticket,export
12b3bcc8,CUST-0077,2024-11-21,export,analytics
1564570d,CUST-0077,2024-09-17,login,reporting
edf01aa7,CUST-0077,2024-10-05,support_ticket,collaboration
b0050f2a,CUST-0077,2024-10-24,login,reporting
4753ab31,CUST-0077,2024-07-24,support_ticket,export
1e498ecc,CUST-0077,2024-10-05,export,api_access
261863ab,CUST-0077,2024-07-21,feature_use,reporting
e0e4dc78,CUST-0077,2024-11-19,support_ticket,analytics
00e337f3,CUST-0077,2024-09-23,feature_use,dashboard
a1309c71,CUST-0077,2024-06-26,export,dashboard
5f142811,CUST-0077,2024-07-19,feature_use,collaboration
5f20a5dc,CUST-0077,2024-11-07,feature_use,collaboration
f3c5a4bf,CUST-0077,2024-07-23,support_ticket,analytics
44961840,CUST-0077,2024-08-07,login,reporting
0d3317a7,CUST-0077,2024-07-26,login,analytics
9d21230d,CUST-0077,2024-10-16,login,integrations
90348a5e,CUST-0077,2024-10-12,feature_use,automation
4b8031ad,CUST-0077,2024-07-14,login,automation
e4ef19f8,CUST-0077,2024-09-10,upgrade_viewed,export
57b6956b,CUST-0077,2024-10-13,export,export
